command,mean,stddev,median,user,system,min,max,parameter_lang,parameter_mode,parameter_node,parameter_size
"./nexus.py cc 4 '""../test-data-20MB.txt""'",0.10562323867285715,0.0008521014977713031,0.10553408278000001,0.034745908571428556,0.007884611428571426,0.10415594178000001,0.10814369678,morloc,cc,4,2
"./nexus.py cc 4 '""../test-data-30MB.txt""'",0.12508173903000006,0.001053682674539915,0.12529578178,0.03335231333333333,0.00852851833333333,0.12209807278000001,0.12727763278,morloc,cc,4,3
"./nexus.py cc 4 '""../test-data-40MB.txt""'",0.14536797518000003,0.0008000271990933815,0.14543406728000002,0.03309972999999999,0.00796801,0.14411264678000002,0.14677403478,morloc,cc,4,4
"./nexus.py cc 4 '""../test-data-50MB.txt""'",0.1656740418911111,0.0012683645390510678,0.16592641328000002,0.03494753555555555,0.006195719999999999,0.16377926778000002,0.16800830078,morloc,cc,4,5
"./nexus.py cc 4 '""../test-data-60MB.txt""'",0.186035799655,0.0008491772245580533,0.18631207978000003,0.032509855000000004,0.008669462499999999,0.18435602978,0.18686533678,morloc,cc,4,6
"./nexus.py cc 4 '""../test-data-70MB.txt""'",0.20684717006571435,0.0016130482697223364,0.20685210628,0.03167255142857143,0.009970488571428569,0.20411070978,0.20999707378000002,morloc,cc,4,7
"./nexus.py cc 4 '""../test-data-80MB.txt""'",0.22824531808769238,0.001646511915093713,0.22840230778,0.03471948,0.007624021538461538,0.22527480678,0.23088085978000003,morloc,cc,4,8
"./nexus.py cc 4 '""../test-data-90MB.txt""'",0.24866361619666666,0.002126441629599347,0.24818711128,0.03482456333333333,0.008081726666666665,0.24517179578,0.25162704078,morloc,cc,4,9
"./nexus.py cc 5 '""../test-data-00MB.txt""'",0.05164723092000001,0.0016110461226100966,0.05148917042000001,0.0331816827586207,0.00841290827586207,0.04926070642,0.062142351420000005,morloc,cc,5,0
"./nexus.py cc 512 '""../test-data-00MB.txt""'",0.05893521472705883,0.0017499598124845717,0.058635186080000005,0.03398224588235294,0.00911237882352941,0.05719455208,0.06959761208000001,morloc,cc,512,0
"./nexus.py cc 6 '""../test-data-00MB.txt""'",0.051971982139298246,0.0008730168169142968,0.05196791742,0.03342965614035088,0.008428139649122807,0.04993961242,0.05413228842000001,morloc,cc,6,0
"./nexus.py cc 64 '""../test-data-00MB.txt""'",0.05683666160941177,0.0014234611261138873,0.05669343408,0.03491042235294117,0.008266745098039218,0.05518979308,0.06535074608000001,morloc,cc,64,0
"./nexus.py cc 7 '""../test-data-00MB.txt""'",0.05260389997357144,0.0014341118138495325,0.052433727420000006,0.03484252142857142,0.007304302857142857,0.051237604420000006,0.06160479842,morloc,cc,7,0
"./nexus.py cc 798 '""../test-data-00MB.txt""'",0.05960818716163266,0.0014195777594490592,0.059450932080000005,0.03465072367346939,0.008136243265306122,0.05761439908,0.06753955808,morloc,cc,798,0
"./nexus.py cc 8 '""../test-data-00MB.txt""'",0.05220860904500002,0.001413491267250081,0.05199775142,0.033375807142857136,0.008368021428571428,0.04993608942,0.06079750742000001,morloc,cc,8,0
"./nexus.py cc 9 '""../test-data-00MB.txt""'",0.05245117921629627,0.0008176249054656036,0.05246428392000001,0.03399521851851851,0.007910731111111109,0.050656861420000004,0.055552396420000004,morloc,cc,9,0
"./nexus.py cp 0 '""../test-data-00MB.txt""'",0.08668297622645164,0.0018152668280198643,0.08634535342,0.06296352258064516,0.01615356258064516,0.08485485042,0.09489357942000001,morloc,cp,0,0
"./nexus.py cp 1 '""../test-data-00MB.txt""'",0.0909278322078788,0.0016600689170847285,0.09085039942,0.06410735151515153,0.019838785454545458,0.08916019542,0.09903922742000001,morloc,cp,1,0
"./nexus.py cp 10 '""../test-data-00MB.txt""'",0.12290123812833335,0.0028283121255019313,0.12243855792000001,0.08752407499999999,0.037592198333333326,0.11965627842000001,0.13470113242,morloc,cp,10,0
"./nexus.py cp 1000 '""../test-data-00MB.txt""'",2.4373793025800006,0.010614841541403,2.4367718700800003,1.8479260399999997,1.4593735799999996,2.42326509908,2.45120774408,morloc,cp,1000,0
"./nexus.py cp 11 '""../test-data-00MB.txt""'",0.12523677028956523,0.0018295638121855241,0.12491471342,0.09220459130434783,0.03578141391304348,0.12188963342,0.13163440242,morloc,cp,11,0
"./nexus.py cp 12 '""../test-data-00MB.txt""'",0.12763213515913047,0.002152369049447127,0.12720872942,0.09109441739130437,0.04013163130434782,0.12434529342,0.13422049842,morloc,cp,12,0
"./nexus.py cp 128 '""../test-data-00MB.txt""'",0.40649065267999995,0.003828533362294182,0.40623835258,0.30693454,0.19872928,0.39979038008,0.41173994508,morloc,cp,128,0
"./nexus.py cp 13 '""../test-data-00MB.txt""'",0.1297569072895652,0.0016732153224629676,0.12980210542,0.09530180869565219,0.03927454434782608,0.12564019642,0.13345092442,morloc,cp,13,0
"./nexus.py cp 14 '""../test-data-00MB.txt""'",0.1322502653290909,0.0024214808679163965,0.13213730292,0.09256301818181818,0.04493028545454544,0.12895142742,0.14028260842,morloc,cp,14,0
"./nexus.py cp 15 '""../test-data-00MB.txt""'",0.1338232830109091,0.002011232558703401,0.13380369042,0.09389892727272729,0.045775285454545456,0.13109671742,0.14091820942,morloc,cp,15,0
"./nexus.py cp 16 '""../test-data-00MB.txt""'",0.13592701327714288,0.0015009751465828597,0.13531891242,0.0976751523809524,0.04532852571428571,0.13420358942,0.13981994242,morloc,cp,16,0
"./nexus.py cp 192 '""../test-data-00MB.txt""'",0.5563130417800001,0.0048537633562359,0.5573898110800001,0.41683504000000005,0.29656937999999994,0.54736191308,0.5649441140800001,morloc,cp,192,0
"./nexus.py cp 2 '""../test-data-00MB.txt""'",0.09414099729096774,0.0014965677058181887,0.09421580542,0.0669961677419355,0.02110898193548387,0.09133270242000001,0.09683142942,morloc,cp,2,0
"./nexus.py cp 256 '""../test-data-00MB.txt""'",0.7078895875800002,0.006524936502686132,0.7065833475800001,0.5336948399999999,0.38503428,0.6954485950800001,0.7204252250800001,morloc,cp,256,0
"./nexus.py cp 3 '""../test-data-00MB.txt""'",0.09731931465333334,0.0015234237557557693,0.09722200592000001,0.06998543333333333,0.022144139999999996,0.09340024342,0.10007722342000001,morloc,cp,3,0
"./nexus.py cp 32 '""../test-data-00MB.txt""'",0.17684248443294123,0.001616963975948671,0.17641214208,0.12544154,0.06829632705882352,0.17501916108,0.18050990208,morloc,cp,32,0
"./nexus.py cp 384 '""../test-data-00MB.txt""'",1.00088990638,0.0096588657022791,1.0010256445799999,0.7591084400000001,0.56856398,0.9873082830800001,1.01874173808,morloc,cp,384,0
"./nexus.py cp 4 '""../test-data-00MB.txt""'",0.10168325014413793,0.0018318496732860111,0.10157672842000001,0.07286633793103449,0.024358274482758624,0.09852396342000001,0.10870000242000001,morloc,cp,4,0
"./nexus.py cp 4 '""../test-data-00MB.txt""'",0.11298422104923077,0.001919762697188704,0.11275346378000001,0.07758309538461537,0.021933329230769235,0.10916090078000001,0.12004295678000002,morloc,cp,4,0
"./nexus.py cp 4 '""../test-data-100MB.txt""'",1.18399232628,0.006420535472258626,1.18502793728,0.22306637999999998,0.33521786000000003,1.17194224978,1.19243504878,morloc,cp,4,10
"./nexus.py cp 4 '""../test-data-10MB.txt""'",0.20989400478000003,0.0030802945985667846,0.20906559528000002,0.09733576571428572,0.06361120285714285,0.20726707978,0.21763744278000002,morloc,cp,4,1
"./nexus.py cp 4 '""../test-data-110MB.txt""'",1.29285533708,0.007790981402629474,1.2956539037800001,0.24371018000000003,0.36338256,1.28299678378,1.30563717578,morloc,cp,4,11
"./nexus.py cp 4 '""../test-data-120MB.txt""'",1.40206402558,0.007901789437370233,1.4023393192800002,0.27102018000000005,0.38158645999999996,1.38829520178,1.41368716578,morloc,cp,4,12
"./nexus.py cp 4 '""../test-data-130MB.txt""'",1.5053445287799998,0.009106171864966896,1.50339356028,0.28008558,0.41541626000000004,1.4971437437800001,1.52761637278,morloc,cp,4,13
"./nexus.py cp 4 '""../test-data-140MB.txt""'",1.6108900255800003,0.0076905224582075144,1.6097246092800002,0.28650288,0.45418166,1.6014927377800001,1.6248114497800001,morloc,cp,4,14
"./nexus.py cp 4 '""../test-data-150MB.txt""'",1.7242673485800002,0.0037758093474703743,1.7253529462800001,0.29750518000000004,0.49337886,1.71617586478,1.7292667217800002,morloc,cp,4,15
"./nexus.py cp 4 '""../test-data-160MB.txt""'",1.8274640010799998,0.006108438915752374,1.82623706078,0.3276835800000001,0.51010566,1.81790074878,1.8359392357800002,morloc,cp,4,16
"./nexus.py cp 4 '""../test-data-20MB.txt""'",0.30721303028,0.0039082558133279105,0.30623550578000003,0.11937827999999999,0.10301376,0.30291953678,0.31715685478,morloc,cp,4,2
"./nexus.py cp 4 '""../test-data-30MB.txt""'",0.40150187258000003,0.002320825159870315,0.40191069528,0.14205028,0.13915425999999997,0.39646028678,0.40423960678,morloc,cp,4,3
"./nexus.py cp 4 '""../test-data-40MB.txt""'",0.5429858127800002,0.0020223975960086604,0.5425992227800001,0.14975898,0.18517615999999998,0.5405692107800001,0.5468341617800001,morloc,cp,4,4
"./nexus.py cp 4 '""../test-data-50MB.txt""'",0.6503817975799999,0.003167010495736175,0.6498431022800001,0.16910748000000003,0.22953645999999997,0.64708622678,0.65544706878,morloc,cp,4,5
"./nexus.py cp 4 '""../test-data-60MB.txt""'",0.7612350107800001,0.0050386229084100915,0.76065757328,0.19876558,0.24582826,0.75360823078,0.76881810378,morloc,cp,4,6
"./nexus.py cp 4 '""../test-data-70MB.txt""'",0.8627609127800001,0.007502914770517679,0.86093946078,0.18946528,0.23101256,0.85327362378,0.8770587497800001,morloc,cp,4,7
"./nexus.py cp 4 '""../test-data-80MB.txt""'",0.9717676263799999,0.005076625506044437,0.9739007647800001,0.19508048,0.27114056000000003,0.9637758527800001,0.9781550397800001,morloc,cp,4,8
"./nexus.py cp 4 '""../test-data-90MB.txt""'",1.0787284399800001,0.0068428031092789745,1.08033795978,0.21166518,0.30136086,1.06356065778,1.0860651567800002,morloc,cp,4,9
"./nexus.py cp 5 '""../test-data-00MB.txt""'",0.1037812699914286,0.0013271837256118933,0.10351430842,0.07408255714285714,0.02592820428571429,0.10180926142,0.10621720642,morloc,cp,5,0
"./nexus.py cp 512 '""../test-data-00MB.txt""'",1.30233549748,0.006368515584783387,1.30370492508,0.9951631399999998,0.7461942799999999,1.29186513408,1.31074896308,morloc,cp,512,0
"./nexus.py cp 6 '""../test-data-00MB.txt""'",0.10759767379037041,0.002039177570053995,0.10758938642,0.07433020000000001,0.030345721481481482,0.10301468442,0.11183894442,morloc,cp,6,0
"./nexus.py cp 64 '""../test-data-00MB.txt""'",0.2548380358981819,0.003447692783561923,0.25392442808000004,0.18626090363636363,0.11042631636363635,0.24993787008,0.26001638908,morloc,cp,64,0
"./nexus.py cp 7 '""../test-data-00MB.txt""'",0.1109175570125926,0.0017218082618490908,0.11122864942,0.07727138518518517,0.03156349925925926,0.10646713542000001,0.11394880242000001,morloc,cp,7,0
"./nexus.py cp 798 '""../test-data-00MB.txt""'",1.96830904768,0.008313275505732841,1.96869905508,1.4933626399999997,1.16989478,1.95221990508,1.9805394060800001,morloc,cp,798,0
"./nexus.py cp 8 '""../test-data-00MB.txt""'",0.11507962899692308,0.002473688403482156,0.11483195792,0.07944543076923077,0.035258663076923075,0.11053249842000001,0.12316972942000001,morloc,cp,8,0
"./nexus.py cp 9 '""../test-data-00MB.txt""'",0.11769244315076922,0.002131777849821346,0.11790120192,0.08316396923076923,0.03547858615384615,0.11344317942000001,0.12259153642000001,morloc,cp,9,0
"./nexus.py cr 0 '""../test-data-00MB.txt""'",0.43936909061999996,0.0032335920058332366,0.43809662092,0.36636759999999996,0.05200784000000001,0.43499376142000007,0.44561881342000004,morloc,cr,0,0
"./nexus.py cr 1 '""../test-data-00MB.txt""'",0.47402918072,0.002283969133558811,0.47356353492000003,0.3879549,0.06276994,0.47130499742000004,0.47857053942000005,morloc,cr,1,0
"./nexus.py cr 10 '""../test-data-00MB.txt""'",0.70948311042,0.005350993981773918,0.70919127892,0.5276769,0.17141494000000002,0.70191077342,0.71901411742,morloc,cr,10,0
"./nexus.py cr 11 '""../test-data-00MB.txt""'",0.7334442807199999,0.0038722121193492964,0.7338694399200001,0.5451997,0.17941643999999998,0.72841437042,0.73801150642,morloc,cr,11,0
"./nexus.py cr 12 '""../test-data-00MB.txt""'",0.7611650508200001,0.0049438199042151545,0.75980576292,0.5764044,0.18239864,0.7556427034200001,0.77353940542,morloc,cr,12,0
"./nexus.py cr 13 '""../test-data-00MB.txt""'",0.7871336622199998,0.0065275718739209706,0.7874234629200001,0.5798335000000001,0.19846264,0.77711473142,0.79835874042,morloc,cr,13,0
"./nexus.py cr 14 '""../test-data-00MB.txt""'",0.81072754082,0.004934542219749761,0.8094707809199999,0.6063054999999999,0.20271654,0.80470772942,0.82229764742,morloc,cr,14,0
"./nexus.py cr 15 '""../test-data-00MB.txt""'",0.83573828812,0.005571986510780626,0.83658759642,0.6182234999999999,0.21468804000000002,0.82637644042,0.84334178342,morloc,cr,15,0
"./nexus.py cr 16 '""../test-data-00MB.txt""'",0.85992548422,0.007084724849764228,0.8584382554200001,0.6191016999999999,0.23210864,0.85175544342,0.87759583342,morloc,cr,16,0
"./nexus.py cr 2 '""../test-data-00MB.txt""'",0.49727765092,0.0018267817723816872,0.49695853742000007,0.40399930000000006,0.07387714000000001,0.49545684842000004,0.50112114542,morloc,cr,2,0
"./nexus.py cr 3 '""../test-data-00MB.txt""'",0.5247787264199999,0.005224753003264856,0.52285999892,0.4185085,0.08964754,0.52035445742,0.53722777442,morloc,cr,3,0
"./nexus.py cr 4 '""../test-data-00MB.txt""'",0.55768109812,0.00170367863339949,0.55771676642,0.43679359999999995,0.10866933999999998,0.55400587642,0.5596591024199999,morloc,cr,4,0
"./nexus.py cr 4 '""../test-data-00MB.txt""'",0.5678328156800001,0.00414163869133253,0.56714039728,0.44216218000000007,0.10334166,0.5626030387800001,0.5745421687800001,morloc,cr,4,0
"./nexus.py cr 4 '""../test-data-100MB.txt""'",1.9255833302800003,0.007220491585611772,1.92588566578,0.8908960800000001,0.55380566,1.91782184578,1.9409617517800002,morloc,cr,4,10
"./nexus.py cr 4 '""../test-data-10MB.txt""'",0.6655482694800001,0.00394598798991539,0.6652333677800001,0.44857388,0.14910616000000002,0.66104536678,0.6741548887800001,morloc,cr,4,1
"./nexus.py cr 4 '""../test-data-110MB.txt""'",2.014797399180001,0.00945906370435417,2.0155789647800004,0.9120556799999999,0.57461886,2.00087369278,2.03347717178,morloc,cr,4,11
"./nexus.py cr 4 '""../test-data-120MB.txt""'",2.1260684696800003,0.004718511939890434,2.12546871078,0.9289956800000001,0.62567996,2.11846150878,2.13378735378,morloc,cr,4,12
"./nexus.py cr 4 '""../test-data-130MB.txt""'",2.22027560728,0.008519791181987948,2.21668895578,0.95299168,0.64786146,2.21141355978,2.23682242678,morloc,cr,4,13
"./nexus.py cr 4 '""../test-data-140MB.txt""'",2.3059819338800005,0.007769576495344829,2.30690244978,0.97214808,0.6783091600000001,2.28984469878,2.3163454687800002,morloc,cr,4,14
"./nexus.py cr 4 '""../test-data-150MB.txt""'",2.41520393258,0.009843929575382519,2.41475698978,0.9674139799999999,0.7435175600000001,2.39326940378,2.42894391378,morloc,cr,4,15
"./nexus.py cr 4 '""../test-data-160MB.txt""'",2.50527181018,0.006482478645073508,2.50333141428,0.98420468,0.77667226,2.49787031778,2.5175993337800002,morloc,cr,4,16
"./nexus.py cr 4 '""../test-data-20MB.txt""'",0.75109920758,0.006330555967481689,0.75054370278,0.47226988,0.18708435999999998,0.7434902297800001,0.7625944797800001,morloc,cr,4,2
"./nexus.py cr 4 '""../test-data-30MB.txt""'",1.00053375098,0.0038515408526349393,0.99993520628,0.59938338,0.28103736,0.99472027378,1.00803373778,morloc,cr,4,3
"./nexus.py cr 4 '""../test-data-40MB.txt""'",1.1427153302800002,0.004209418031572867,1.14256578978,0.6206162799999999,0.30833905999999994,1.1363257497800001,1.15037215478,morloc,cr,4,4
"./nexus.py cr 4 '""../test-data-50MB.txt""'",1.2450137165799997,0.003157784890686177,1.24542856328,0.6400574800000001,0.34161596000000005,1.23986802778,1.24943068978,morloc,cr,4,5
"./nexus.py cr 4 '""../test-data-60MB.txt""'",1.5382758766800002,0.007156071266456796,1.5368248632800001,0.8568354799999998,0.38418616000000005,1.5251885497800002,1.55006660378,morloc,cr,4,6
"./nexus.py cr 4 '""../test-data-70MB.txt""'",1.6339035102800001,0.005325396279532069,1.63432234778,0.84822878,0.44089056,1.6279508467800001,1.6442147767800002,morloc,cr,4,7
"./nexus.py cr 4 '""../test-data-80MB.txt""'",1.72880506168,0.005847187516293939,1.72778058478,0.86273098,0.47491836000000004,1.7194243467800001,1.7388443537800002,morloc,cr,4,8
"./nexus.py cr 4 '""../test-data-90MB.txt""'",1.83327414998,0.007289031286675077,1.8317689947800002,0.88165538,0.51586076,1.8254831387800001,1.84833973778,morloc,cr,4,9
"./nexus.py cr 5 '""../test-data-00MB.txt""'",0.57965526222,0.003383608573537784,0.57878947892,0.45692760000000004,0.10706283999999999,0.57575221142,0.58690179942,morloc,cr,5,0
"./nexus.py cr 6 '""../test-data-00MB.txt""'",0.6073908586199999,0.004920014913578244,0.60869366592,0.4720117999999999,0.11626253999999998,0.59844987142,0.61424393242,morloc,cr,6,0
"./nexus.py cr 7 '""../test-data-00MB.txt""'",0.62970040652,0.003533988846990055,0.62899752142,0.4887063999999999,0.13118084,0.62590481142,0.63544981042,morloc,cr,7,0
"./nexus.py cr 8 '""../test-data-00MB.txt""'",0.6529859591200001,0.004488786972479628,0.65251214642,0.49799439999999995,0.14424264000000003,0.64515453842,0.65984453242,morloc,cr,8,0
"./nexus.py cr 9 '""../test-data-00MB.txt""'",0.67613058862,0.004045376269522853,0.6765485039200001,0.5174766,0.15188734,0.66725253842,0.68196591442,morloc,cr,9,0
"./nexus.py pc 0 '""../test-data-00MB.txt""'",0.08741134136117648,0.001749932120293968,0.08698968742000002,0.06330734705882354,0.017106181176470586,0.08461483742,0.09472630342,morloc,pc,0,0
"./nexus.py pc 1 '""../test-data-00MB.txt""'",0.08879576086117646,0.0009988057686543294,0.08872774042,0.06412652352941177,0.01752179882352941,0.08672213942000001,0.09274930242000001,morloc,pc,1,0
"./nexus.py pc 10 '""../test-data-00MB.txt""'",0.09392861823249998,0.0008841764179854117,0.09376697742000001,0.06584476250000001,0.017074052499999996,0.09266492142,0.09671289542000001,morloc,pc,10,0
"./nexus.py pc 1000 '""../test-data-00MB.txt""'",0.66460389028,0.007221049442556494,0.6643547115800001,0.13031143999999997,0.15518428,0.6535897010800001,0.6755913120800001,morloc,pc,1000,0
"./nexus.py pc 11 '""../test-data-00MB.txt""'",0.09455827342000005,0.001177490710871978,0.09445724442,0.06557658709677419,0.017987401290322582,0.09166050342000001,0.09719918042,morloc,pc,11,0
"./nexus.py pc 12 '""../test-data-00MB.txt""'",0.09572768067806453,0.00080004128415076,0.09577022442000001,0.06502165161290324,0.019061659354838716,0.09422917842,0.09721084942000001,morloc,pc,12,0
"./nexus.py pc 128 '""../test-data-00MB.txt""'",0.16438941113555558,0.0038611315424848997,0.16357156408,0.07320853999999999,0.033380568888888885,0.15774783308,0.17134186408000002,morloc,pc,128,0
"./nexus.py pc 13 '""../test-data-00MB.txt""'",0.09664166432,0.0021978927851771628,0.09644021192,0.06867019999999999,0.01576510666666667,0.09403263142000001,0.10626184942000001,morloc,pc,13,0
"./nexus.py pc 14 '""../test-data-00MB.txt""'",0.09677385075333335,0.0010578295591753876,0.09669683242000002,0.06510509999999999,0.01955054,0.09498558042000001,0.09967608442,morloc,pc,14,0
"./nexus.py pc 15 '""../test-data-00MB.txt""'",0.09744832085333337,0.001686353274194791,0.09724588292,0.06397356666666665,0.02116787333333334,0.09542121642000001,0.10380122242,morloc,pc,15,0
"./nexus.py pc 16 '""../test-data-00MB.txt""'",0.09812736762,0.0019555546138445004,0.09813042892000001,0.0660445,0.01926014,0.09495813842,0.10525061842000001,morloc,pc,16,0
"./nexus.py pc 192 '""../test-data-00MB.txt""'",0.20040316372285716,0.0027623611372179567,0.20103342058,0.08237561142857142,0.036755751428571425,0.19520453808000002,0.20550853208,morloc,pc,192,0
"./nexus.py pc 2 '""../test-data-00MB.txt""'",0.08896290441999999,0.0009566104716301074,0.08895743242000001,0.06521598787878788,0.015836179393939397,0.08692303442,0.09082099042000001,morloc,pc,2,0
"./nexus.py pc 256 '""../test-data-00MB.txt""'",0.23954696574666667,0.00528395982337355,0.23898859358000002,0.08207354,0.05020684666666666,0.22941674008000001,0.24818389608000002,morloc,pc,256,0
"./nexus.py pc 3 '""../test-data-00MB.txt""'",0.0904792260866667,0.0016903082518168972,0.09011294842,0.06439826060606062,0.018250421818181817,0.08821053942000001,0.09788184942000001,morloc,pc,3,0
"./nexus.py pc 32 '""../test-data-00MB.txt""'",0.11214757331076923,0.002008653280757278,0.11222861058,0.06610607846153846,0.02156064153846154,0.10936163108000001,0.11908027908,morloc,pc,32,0
"./nexus.py pc 384 '""../test-data-00MB.txt""'",0.31112163468000004,0.008229232088818492,0.31069644358000004,0.09232814,0.06447838,0.29709747908,0.32729919108,morloc,pc,384,0
"./nexus.py pc 4 '""../test-data-00MB.txt""'",0.0907412702078788,0.0009851059735664154,0.09070019442,0.06425950303030303,0.017911058181818183,0.08940351942000001,0.09311164942000001,morloc,pc,4,0
"./nexus.py pc 4 '""../test-data-00MB.txt""'",0.10099104805586206,0.0010976221513881372,0.10128072478000001,0.06428954896551724,0.018596559999999998,0.09905349978000001,0.10231544578000001,morloc,pc,4,0
"./nexus.py pc 4 '""../test-data-100MB.txt""'",1.3673809688800003,0.008224877402754648,1.3652469202800002,0.13943918,0.05370315999999999,1.35775980378,1.3837865117800001,morloc,pc,4,10
"./nexus.py pc 4 '""../test-data-10MB.txt""'",0.22335002231846152,0.002337259469426662,0.22296141878,0.07919263384615384,0.01605863692307692,0.22029577478,0.22911917678000002,morloc,pc,4,1
"./nexus.py pc 4 '""../test-data-110MB.txt""'",1.4922965766799998,0.00936472499055556,1.49264562378,0.15395488000000002,0.05285485999999999,1.4768082067800001,1.5049151897800002,morloc,pc,4,11
"./nexus.py pc 4 '""../test-data-120MB.txt""'",1.61912205518,0.007227154121430253,1.62076148978,0.15295228,0.06453925999999999,1.60584190178,1.62829966478,morloc,pc,4,12
