command,mean,stddev,median,user,system,min,max,parameter_lang,parameter_mode,parameter_node,parameter_size
"./nexus rp 4096 '""../test-data-00MB.txt""'",0.6118524142,0.029656522564901217,0.6035553685000001,0.0012721999999999998,0.00044589,0.5791429665000001,0.6567326625000001,morloc,rp,4096,0
"./nexus rp 8192 '""../test-data-00MB.txt""'",0.970747101,0.021015013815798664,0.9728967980000001,0.0018442,0.00005195799999999999,0.9314938855,0.9948808395000001,morloc,rp,8192,0
"./nexus rp 16384 '""../test-data-00MB.txt""'",1.6131626167,0.022853220065179508,1.612899818,0.0013163299999999999,0.000595332,1.5841076905,1.6521663635,morloc,rp,16384,0
"./nexus rp 32768 '""../test-data-00MB.txt""'",2.8865882132,0.05351356978077404,2.896088379,0.0015786999999999995,0.000322932,2.7831079005,2.9640252565000003,morloc,rp,32768,0
"./nexus rp 65536 '""../test-data-00MB.txt""'",5.4593103828,0.055585527356346164,5.434379025,0.00127023,0.0006916899999999999,5.3899298205,5.5464774685,morloc,rp,65536,0
"./nexus rp 131072 '""../test-data-00MB.txt""'",10.5582636703,0.10566239537674685,10.563530335500001,0.0013043,0.000727548,10.4283778215,10.6937448745,morloc,rp,131072,0
"./nexus rp 262144 '""../test-data-00MB.txt""'",20.859646449800003,0.12997762788713582,20.861865557,0.0009944599999999997,0.001299106,20.6477727575,21.0638409015,morloc,rp,262144,0
"./nexus pc 1 '""../test-data-00MB.txt""'",0.052873243514285705,0.0009728575473607772,0.05250391880000001,0.0013209053571428566,0.00046508035714285705,0.05168996830000001,0.055104484300000006,morloc,pc,1,0
"./nexus pc 2 '""../test-data-00MB.txt""'",0.05295821862142856,0.0009642634007037351,0.0527200768,0.0011837182142857144,0.0005624742857142858,0.0514196103,0.0556324133,morloc,pc,2,0
"./nexus pc 4 '""../test-data-00MB.txt""'",0.05311735972857142,0.0007091362717438695,0.05293004130000001,0.0011723610714285714,0.0005830282142857141,0.051999612300000005,0.055273665300000004,morloc,pc,4,0
"./nexus pc 8 '""../test-data-00MB.txt""'",0.05328831644285715,0.0006745844253136065,0.05324511230000001,0.0012201064285714284,0.00048559857142857135,0.0518929143,0.05567712130000001,morloc,pc,8,0
"./nexus pc 16 '""../test-data-00MB.txt""'",0.053862107827272715,0.0009680895454568676,0.0536689393,0.0012302585454545454,0.00041357018181818175,0.0526707333,0.059424097300000006,morloc,pc,16,0
"./nexus pc 32 '""../test-data-00MB.txt""'",0.05404100948181819,0.000763317414247424,0.0539553023,0.0011259265454545454,0.000313478909090909,0.0530034263,0.0582877653,morloc,pc,32,0
"./nexus pc 64 '""../test-data-00MB.txt""'",0.05514709930000001,0.0005632574286252001,0.0551477628,0.001054925185185185,0.00034569259259259265,0.05386459230000001,0.056636917300000006,morloc,pc,64,0
"./nexus pc 128 '""../test-data-00MB.txt""'",0.05784806287692308,0.002066148278798692,0.0576131968,0.0011277065384615386,0.0002906603846153846,0.056540339300000006,0.0719036123,morloc,pc,128,0
"./nexus pc 256 '""../test-data-00MB.txt""'",0.06289228748749999,0.002484645579883741,0.0625706418,0.0010410008333333334,0.00039955041666666665,0.0608532903,0.0783710073,morloc,pc,256,0
"./nexus pc 512 '""../test-data-00MB.txt""'",0.07194747339756098,0.0014149056714587865,0.0717820733,0.001025618048780488,0.0003897887804878049,0.0699682713,0.0754845453,morloc,pc,512,0
"./nexus pc 1024 '""../test-data-00MB.txt""'",0.09119480767499999,0.003035272039686434,0.0904484548,0.0010803962499999998,0.0002826625,0.0873709223,0.1019129843,morloc,pc,1024,0
"./nexus pc 2048 '""../test-data-00MB.txt""'",0.12791447290869565,0.004109264911542467,0.12775437430000003,0.0009554356521739132,0.00042640086956521726,0.1218903773,0.13461392130000002,morloc,pc,2048,0
"./nexus pc 4096 '""../test-data-00MB.txt""'",0.2037417094428571,0.005279917791582886,0.20247770780000002,0.0010046685714285714,0.0004365071428571428,0.19763485630000002,0.21785769030000002,morloc,pc,4096,0
"./nexus pc 8192 '""../test-data-00MB.txt""'",0.35565301299999996,0.006770565943768998,0.3553997433,0.00109574,0.00032930599999999997,0.3438901533,0.36950217230000004,morloc,pc,8192,0
"./nexus pc 16384 '""../test-data-00MB.txt""'",0.6548918534,0.007147107304438253,0.6543365638,0.0011832400000000001,0.000175306,0.6427570233000001,0.6646238533000001,morloc,pc,16384,0
"./nexus pc 32768 '""../test-data-00MB.txt""'",1.2657295477,0.016083086525069137,1.2679472653000001,0.0012126399999999999,0.00021010400000000002,1.2426776493,1.2930485033,morloc,pc,32768,0
"./nexus pc 65536 '""../test-data-00MB.txt""'",2.4621898699000004,0.02146517943030263,2.4618429553,0.0009621659999999999,0.000380006,2.4324674783,2.5001591743000002,morloc,pc,65536,0
"./nexus pc 131072 '""../test-data-00MB.txt""'",4.9043794623000005,0.032788999790214206,4.9036053538,0.0010870399999999998,0.00028670599999999996,4.8564875423,4.9529972623,morloc,pc,131072,0
"./nexus pc 262144 '""../test-data-00MB.txt""'",9.7918239272,0.09051776520383448,9.7802167563,0.0009496400000000001,0.00045430799999999995,9.6674010033,9.9081934633,morloc,pc,262144,0
"./nexus pc 524288 '""../test-data-00MB.txt""'",19.5203725843,0.1026836757769474,19.5076043318,0.0009687919999999999,0.000666908,19.414358041299998,19.721352376299997,morloc,pc,524288,0
"./nexus rc 1 '""../test-data-00MB.txt""'",0.23737475921666665,0.0020984652529469528,0.23671191730000002,0.00133799,0.0007524266666666667,0.2356480193,0.24354793930000002,morloc,rc,1,0
"./nexus rc 2 '""../test-data-00MB.txt""'",0.23723527013333334,0.0007882244981849276,0.23714027480000002,0.0012564283333333333,0.0009068433333333332,0.23607781230000002,0.23828498030000003,morloc,rc,2,0
"./nexus rc 4 '""../test-data-00MB.txt""'",0.23675220380000003,0.0005712308791542745,0.2368531473,0.001502906666666667,0.0005230916666666667,0.23577181830000002,0.23751117330000002,morloc,rc,4,0
"./nexus rc 8 '""../test-data-00MB.txt""'",0.2384862229666667,0.001901049953591024,0.23791294780000002,0.00123799,0.0008941783333333333,0.23635412830000002,0.24400999430000003,morloc,rc,8,0
"./nexus rc 16 '""../test-data-00MB.txt""'",0.23882686405000006,0.0007635185807786228,0.2386948003,0.0008986999999999998,0.0012179299999999999,0.23758677230000003,0.24018727430000003,morloc,rc,16,0
"./nexus rc 32 '""../test-data-00MB.txt""'",0.24678490905000003,0.021956155304173636,0.24046412080000001,0.0011702,0.0012292633333333333,0.23821284530000003,0.3163401833,morloc,rc,32,0
"./nexus rc 64 '""../test-data-00MB.txt""'",0.24194041480000003,0.0009054465033055671,0.24190285780000004,0.0015088233333333332,0.0004131733333333333,0.24032222030000003,0.24339072630000003,morloc,rc,64,0
"./nexus rc 128 '""../test-data-00MB.txt""'",0.24653408013333336,0.002119495611322906,0.2466757853,0.0010835733333333332,0.0006380933333333333,0.24202375430000003,0.25005456330000003,morloc,rc,128,0
"./nexus rc 256 '""../test-data-00MB.txt""'",0.25332627220909093,0.0026656475635312804,0.2534803043,0.001215830909090909,0.00045128000000000003,0.24958439730000004,0.2597147193,morloc,rc,256,0
